GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,TL_GEO_ID,NAME_E,APLBE001,APLBE002,APLBE003,APLBE004,APLBE005,APLBE006,APYUE001,APYUE002,APYUE003,APYUE004,APYUE005,APYUE006,APYUE007,APYUE008,APYUE009,APYUE010,APYUE011,APYUE012,APYUE013,APYUE014,APYUE015,APYUE016,APYUE017,APYUE018,APYUE019,APYUE020,APYUE021,APYUE022,APYUE023,APYUE024,APYUE025,APYUE026,APYUE027,APYUE028,APYUE029,APYUE030,APYUE031,APYUE032,APYUE033,APYUE034,APYUE035,APYUE036,APYUE037,APYUE038,APYUE039,APYUE040,APYUE041,APYUE042,APYUE043,APYUE044,APYUE045,APYUE046,APYUE047,APYUE048,APYUE049,APYUE050,APYUE051,APYUE052,APYUE053,APYUE054,APYUE055,APYUE056,APYUE057,APYUE058,APYUE059,AP38E001,NAME_M,APLBM001,APLBM002,APLBM003,APLBM004,APLBM005,APLBM006,APYUM001,APYUM002,APYUM003,APYUM004,APYUM005,APYUM006,APYUM007,APYUM008,APYUM009,APYUM010,APYUM011,APYUM012,APYUM013,APYUM014,APYUM015,APYUM016,APYUM017,APYUM018,APYUM019,APYUM020,APYUM021,APYUM022,APYUM023,APYUM024,APYUM025,APYUM026,APYUM027,APYUM028,APYUM029,APYUM030,APYUM031,APYUM032,APYUM033,APYUM034,APYUM035,APYUM036,APYUM037,APYUM038,APYUM039,APYUM040,APYUM041,APYUM042,APYUM043,APYUM044,APYUM045,APYUM046,APYUM047,APYUM048,APYUM049,APYUM050,APYUM051,APYUM052,APYUM053,APYUM054,APYUM055,APYUM056,APYUM057,APYUM058,APYUM059,AP38M001
"G1200610","2022","FL",,,"Florida","12","Indian River County","061",,,,,,,,,,,,,,,,,,"0500000US12061","12061","Indian River County, Florida",167352,142613,914,2553,12160,9112,165342,20195,8626,195,196,261,618,354,423,429,565,791,105,2629,1597,463,11569,955,48,508,0,125,0,2093,554,1254,1096,1622,1365,1949,145147,71634,2434,662,3387,2877,296,1713,4454,6794,6894,7657,8978,12317,13171,73513,1305,1595,3152,1584,248,1553,2858,5802,6836,8501,12054,14303,13722,0.5217,"Indian River County, Florida",,3312,518,976,2467,2501,644,4607,2075,158,273,307,552,452,504,344,521,726,134,1191,798,340,3139,682,84,435,239,159,239,1404,410,708,781,741,720,928,4772,2563,553,629,861,1003,204,700,799,1316,1056,1413,1004,831,765,3179,596,608,699,746,243,668,1334,729,831,994,818,954,951,0.0251
"G1200690","2022","FL",,,"Florida","12","Lake County","069",,,,,,,,,,,,,,,,,,"0500000US12069","12069","Lake County, Florida",410139,352157,14111,4157,26106,13608,405652,37297,15878,1407,184,745,380,589,593,2094,941,1679,830,2464,2137,1835,21419,1373,664,1749,813,0,582,1123,2986,2003,805,3747,2975,2599,368355,180800,7268,1990,13329,5984,2142,4175,11917,20261,21925,22175,23805,23629,22200,187555,8647,1137,10692,6178,2433,3763,12012,19220,22950,23231,24896,28034,24362,0.4277,"Lake County, Florida",,4837,3508,1317,2957,3544,412,6775,3131,766,249,602,365,634,478,1208,488,829,466,888,939,793,4443,942,608,1249,812,239,529,675,1263,1298,618,1097,1014,1044,6781,3679,1349,936,1873,1669,727,1006,1841,1393,1448,1285,910,1152,925,4573,1428,754,2011,1799,935,1035,1081,1724,1362,617,1088,1088,1132,0.0215
"G1200710","2022","FL",,,"Florida","12","Lee County","071",,,,,,,,,,,,,,,,,,"0500000US12071","12071","Lee County, Florida",822453,644807,14479,6245,77649,79273,809051,90108,41027,2989,315,3805,2101,836,794,3021,4215,4918,2460,4803,5320,5450,49081,1918,671,5836,958,339,1254,3488,4088,5807,4354,6855,6653,6860,718943,357412,15008,2233,18779,11569,3838,7817,26479,37320,39509,42513,50030,53197,49120,361531,15761,2634,17298,9696,2962,7364,23138,38309,37838,41893,53766,58793,52079,0.4755,"Lee County, Florida",,8814,3191,1452,6406,8556,1271,9233,4521,1182,277,1304,923,495,446,1095,1182,1761,859,1050,988,1149,5773,1007,514,1855,715,329,673,1371,1399,1666,1383,1687,1374,1451,9307,4673,1353,876,2301,2089,1185,1145,1340,1455,1796,954,1084,1273,1407,5757,1100,1126,2321,1915,885,984,1523,1511,1733,1381,1671,1390,1539,0.0110
"G1200730","2022","FL",,,"Florida","12","Leon County","073",,,,,,,,,,,,,,,,,,"0500000US12073","12073","Leon County, Florida",297369,272269,2008,3641,12151,7300,279053,53400,22068,1354,183,1441,244,0,691,11193,2312,630,1193,1510,747,570,31332,977,42,2105,64,304,100,15573,3942,2248,2061,1232,1506,1178,225653,111959,5862,895,7128,5412,2120,2860,13645,16574,15357,12510,12427,10759,6410,113694,5699,1718,7138,3220,1415,1714,12251,16378,15058,12993,14758,12498,8854,0.5255,"Leon County, Florida",,3040,937,1231,1841,1465,909,4838,2873,776,182,825,246,239,506,1791,1109,413,650,723,335,361,3642,718,74,1236,104,345,130,1864,1803,699,779,472,491,455,4842,3016,788,475,954,1025,737,853,1755,1232,682,784,773,412,425,3679,795,807,1308,1042,550,576,1831,1854,903,991,546,535,494,0.0210
"G1200810","2022","FL",,,"Florida","12","Manatee County","081",,,,,,,,,,,,,,,,,,"0500000US12081","12081","Manatee County, Florida",429125,364161,4820,5831,27658,26655,424346,41708,19511,1641,607,1375,437,188,489,1889,2168,1745,1618,2299,2447,2608,22197,1112,0,1488,272,220,681,1654,2308,2320,2157,4148,2989,2848,382638,186429,7866,1864,11361,5235,2007,3934,12472,19913,19648,23585,27526,26958,24060,196209,7474,2027,10667,5458,2248,3904,10901,20385,21675,22343,29390,31492,28245,0.4695,"Manatee County, Florida",,5375,1477,1823,3580,4122,522,6143,3033,959,465,839,412,247,402,1337,824,972,860,800,835,1232,4121,736,239,919,311,247,590,911,920,1146,828,1286,737,1279,6298,3282,1104,892,1699,1564,716,767,1432,1320,1120,1215,937,856,1147,4163,812,806,1448,1045,1007,984,1288,1293,1450,1330,1314,1055,1431,0.0152
"G1200830","2022","FL",,,"Florida","12","Marion County","083",,,,,,,,,,,,,,,,,,"0500000US12083","12083","Marion County, Florida",396415,339694,19375,3906,21759,11681,385181,62026,29448,1890,101,3338,2233,345,2028,3225,1838,2542,2660,3936,3249,2063,32578,3246,0,2806,1055,139,419,2489,5042,3930,1931,3844,3626,4051,323155,158024,7010,1251,8390,6006,1435,2699,9896,19249,17696,17223,20394,24526,22249,165131,4525,1163,9000,5283,2255,3987,10170,15423,16331,19649,24159,28941,24245,0.4510,"Marion County, Florida",,5137,4285,1423,3470,2346,1339,9858,5828,1138,134,1818,1329,305,983,1723,881,976,1306,1178,998,680,4757,2010,239,1560,791,156,289,1241,1399,1550,789,1260,821,1216,9970,6211,1159,676,2023,1504,728,902,1381,1559,1380,1331,1241,1035,738,5198,2085,582,1501,1651,882,996,1372,1434,1705,867,1303,848,1314,0.0196
"G1200850","2022","FL",,,"Florida","12","Martin County","085",,,,,,,,,,,,,,,,,,"0500000US12085","12085","Martin County, Florida",162006,143027,896,1724,8766,7593,158494,15529,7219,536,0,1045,0,0,435,304,1158,775,536,932,845,653,8310,846,382,606,103,332,102,244,1227,528,555,965,1117,1303,142965,71031,2756,1038,3211,2194,456,1715,5285,7156,5978,7842,10747,11268,11385,71934,2020,941,2963,1619,520,1845,3999,5320,6863,7736,13109,11867,13132,0.5064,"Martin County, Florida",,2784,645,945,2110,1962,405,3659,2161,488,239,725,239,239,477,341,659,541,419,521,547,351,2073,541,409,357,166,427,166,346,860,514,431,515,615,546,3748,2018,614,793,957,1002,344,634,638,884,619,649,779,678,416,2169,720,459,620,762,383,738,628,952,608,610,992,805,733,0.0268
"G1200860","2022","FL",,,"Florida","12","Miami-Dade County","086",,,,,,,,,,,,,,,,,,"0500000US12086","12086","Miami-Dade County, Florida",2673837,1135924,47090,38935,869830,582058,2632203,379727,170029,12945,2367,13305,7358,3122,5764,17017,18455,16895,16296,20492,18215,17798,209698,13391,1619,14499,6692,2783,4843,15723,25132,24628,19485,23595,24705,32603,2252476,1124684,59319,12762,74272,37196,13274,25475,93006,163371,168987,173004,151395,90795,61828,1127792,54796,8358,67061,41666,14361,23727,85824,148595,153400,167636,158396,111833,92139,0.5212,"Miami-Dade County, Florida",,17750,5064,4381,16269,16714,2562,17985,8064,2418,910,2200,1635,1172,1331,2856,2880,2665,2868,2462,2491,2157,12392,2706,904,2422,1591,1098,1281,2824,2790,3176,2479,3079,2386,3120,18612,8065,2561,1908,4432,3248,1837,1992,2982,2988,2811,2910,2489,2506,2130,13026,2824,1840,3517,3485,1720,2098,2889,2882,3209,2514,3166,2337,3133,0.0083
"G1200870","2022","FL",,,"Florida","12","Monroe County","087",,,,,,,,,,,,,,,,,,"0500000US12087","12087","Monroe County, Florida",81708,62085,118,998,10257,8250,80966,12531,6574,408,242,200,73,255,55,848,675,527,671,857,781,982,5957,24,0,296,406,0,0,718,661,892,417,998,444,1101,68435,35901,1055,128,1730,1365,130,889,1836,3882,4610,5284,5993,5558,3441,32534,1249,0,2505,1322,79,336,1317,3248,3956,4861,5626,4779,3256,0.5183,"Monroe County, Florida",,1940,103,681,1941,1584,261,3113,1663,494,336,260,124,346,95,697,707,392,431,626,619,681,1949,46,239,360,418,239,239,555,390,608,348,541,357,728,3063,2086,585,162,626,753,124,407,492,910,769,918,722,732,766,2152,559,239,1101,494,97,275,578,566,850,503,637,492,904,0.0314
"G1200890","2022","FL",,,"Florida","12","Nassau County","089",,,,,,,,,,,,,,,,,,"0500000US12089","12089","Nassau County, Florida",97899,93409,869,632,2503,486,96600,5083,1875,195,0,186,0,0,57,97,651,30,240,288,131,0,3208,0,65,364,66,0,38,0,478,325,699,487,512,174,91517,44908,1738,568,2340,1675,781,918,3173,4366,5724,5811,7219,6441,4154,46609,2606,493,3274,1211,562,809,2553,5061,5501,5664,6982,7189,4704,0.4592,"Nassau County, Florida",,1334,928,409,883,427,466,1375,782,357,239,219,239,239,106,181,440,56,193,208,111,239,1024,239,107,315,107,239,70,239,353,268,529,272,321,158,1368,911,471,300,656,596,575,466,438,458,481,466,382,284,172,1081,387,370,616,439,315,315,189,648,565,668,316,499,367,0.0287
"G1200910","2022","FL",,,"Florida","12","Okaloosa County","091",,,,,,,,,,,,,,,,,,"0500000US12091","12091","Okaloosa County, Florida",216482,190021,2401,7599,7024,9437,211921,13792,5965,715,92,602,172,183,81,538,525,760,276,980,665,376,7827,615,207,897,420,0,403,231,1379,796,91,953,1319,516,198129,101698,6073,1364,8705,3339,1159,2316,8806,16590,14605,10413,13122,9527,5679,96431,5676,881,7151,3014,979,2480,7073,14800,12585,11515,13354,9779,7144,0.3991,"Okaloosa County, Florida",,2461,1591,1993,1443,2378,293,3308,1466,488,116,492,205,245,105,481,315,559,249,432,391,263,2157,414,167,660,391,239,363,222,658,471,115,548,561,285,3324,1753,613,866,1496,1086,535,585,1252,1108,891,873,524,512,335,2403,671,536,1226,946,435,671,613,1254,980,858,685,726,436,0.0190
"G1200950","2022","FL",,,"Florida","12","Orange County","095",,,,,,,,,,,,,,,,,,"0500000US12095","12095","Orange County, Florida",1452726,986121,100653,21450,184875,159627,1411405,176824,76579,6760,1109,7672,4298,1113,2473,11093,10152,10151,6684,7420,4499,3155,100245,8389,796,9448,3269,538,2732,11897,19982,11134,7995,7838,8753,7474,1234581,619677,33743,6874,45811,20847,7144,16573,52055,103990,96469,86426,74721,48412,26612,614904,30719,5633,39467,22970,8783,13837,52660,94661,95095,86716,76277,52891,35195,0.5046,"Orange County, Florida",,14099,7550,3869,9535,10478,2709,16322,8578,2211,769,2120,1818,788,1110,1956,2292,2648,1887,1935,1129,993,9852,2682,565,2343,1425,387,1009,2302,3789,2063,2027,1694,1843,1676,16673,8660,2341,2041,3582,2959,1249,1516,2401,2366,2640,1845,1911,1135,1084,9996,2959,1225,3356,3015,1600,1821,2419,3826,2035,2049,1734,1973,1658,0.0171
"G1200970","2022","FL",,,"Florida","12","Osceola County","097",,,,,,,,,,,,,,,,,,"0500000US12097","12097","Osceola County, Florida",422545,251538,54354,7643,55521,53489,419388,56827,24361,2371,191,2023,2753,1234,411,2789,3242,1936,2381,2870,1077,1083,32466,2115,820,3962,2502,782,820,2335,4206,4087,3034,2718,1927,3158,362561,185141,10644,1284,15752,7591,2112,6055,16572,26011,31479,25455,19999,14401,7786,177420,9222,1169,12567,5849,1635,5240,17340,24833,27301,25349,20822,16055,10038,0.4443,"Osceola County, Florida",,9294,7725,2706,5589,8635,1009,10029,5042,1401,234,1318,1746,878,452,1433,1537,981,1210,1271,524,727,6082,1264,902,1665,1817,818,787,1338,1598,1404,1014,1058,922,1071,9930,5364,1819,849,1965,1656,978,1246,1480,1648,1551,1244,1288,855,861,6078,1502,790,2140,1625,992,1140,1561,1683,1526,1070,1165,1016,1250,0.0207
"G1200990","2022","FL",,,"Florida","12","Palm Beach County","099",,,,,,,,,,,,,,,,,,"0500000US12099","12099","Palm Beach County, Florida",1518477,1059656,24580,20260,239194,174787,1489735,164260,72697,7034,1755,7335,3607,1583,2329,5216,6315,6937,6012,8837,7937,7800,91563,5517,1643,6661,2383,1641,1485,7878,8697,11290,6362,10671,11395,15940,1325475,655233,29336,6240,39481,19981,6532,15386,49799,81048,82188,84768,89012,74903,76559,670242,29186,6325,37102,19645,9042,13044,43162,75999,77277,85885,93364,86262,93949,0.5321,"Palm Beach County, Florida",,13541,4276,3536,10122,10938,3301,13177,7014,2074,876,2040,1412,706,1004,1525,1556,1554,1877,1774,1801,1901,7566,1754,1070,2025,1135,902,617,1727,2118,2269,1468,1656,1782,2291,13764,7500,2580,1575,2978,2836,1311,1538,1646,1477,1526,1868,1755,1805,1918,7625,1824,1624,3239,2504,1471,1563,1799,2137,2240,1442,1622,1825,2301,0.0124
"G1201010","2022","FL",,,"Florida","12","Pasco County","101",,,,,,,,,,,,,,,,,,"0500000US12101","12101","Pasco County, Florida",608794,509355,16393,6865,48826,27355,601089,64538,29538,3780,35,2665,1078,483,796,2519,2633,2148,2127,5115,2981,3178,35000,2737,202,2212,1221,705,745,2444,4762,2762,3116,5379,3899,4816,536551,265869,11137,4301,17447,10563,3957,6951,19051,31672,35573,37267,33684,29967,24299,270682,11569,2689,15766,11783,2455,6056,17960,29856,38184,35503,35983,34213,28665,0.4508,"Pasco County, Florida",,6106,3279,1862,4470,4672,580,7189,4093,1129,54,1239,737,329,529,1310,977,905,932,1361,721,939,4172,1090,193,1185,754,707,539,1075,1539,908,1171,1244,908,1428,7299,4084,1167,1571,2039,1703,1256,1314,1528,1250,1211,1157,1427,1014,1106,4590,1117,950,1943,1927,806,1141,1017,1555,1082,1285,1257,1057,1519,0.0120
"G1201030","2022","FL",,,"Florida","12","Pinellas County","103",,,,,,,,,,,,,,,,,,"0500000US12103","12103","Pinellas County, Florida",961739,820947,9428,11928,70033,49403,943121,117045,50090,3076,763,3658,1010,453,1221,1811,5987,4933,5366,8475,7662,5675,66955,3098,298,4457,1046,531,1528,4512,10093,6652,5467,9340,7420,12513,826076,406365,15340,2434,22673,10436,5934,6081,28475,51757,49046,51629,64503,54896,43161,419711,13971,3486,20244,9727,4747,6735,25044,47643,48404,53960,69294,64183,52273,0.5154,"Pinellas County, Florida",,8100,2244,1699,5275,5899,2007,9883,5198,1241,539,2374,629,479,898,802,1652,1242,1445,1731,1449,1304,6255,1330,264,1665,676,598,832,1419,2308,1527,1221,1788,1551,1844,10209,5624,1272,1177,2564,1689,1343,1243,906,1682,1338,1435,1792,1481,1377,6451,1383,996,1704,1972,1470,1413,1460,2286,1529,1266,1823,1508,1977,0.0140
"G1201050","2022","FL",,,"Florida","12","Polk County","105",,,,,,,,,,,,,,,,,,"0500000US12105","12105","Polk County, Florida",787404,618709,52422,17970,40783,57520,769699,122208,53634,5884,1275,8515,3488,862,2302,3254,4152,6414,3850,5400,5334,2904,68574,5352,924,7800,3863,853,1658,5460,9554,8019,6879,6930,6492,4790,647491,326406,15593,3062,22216,10727,4492,8198,29074,48058,42488,41767,39015,33640,28076,321085,15734,2269,19313,12426,3975,8415,24479,42532,42349,39058,40270,38662,31603,0.4256,"Polk County, Florida",,10475,6943,4228,5591,8895,1410,11175,6295,1755,754,2120,1061,599,949,1393,1890,1803,1156,1173,1594,829,6172,1529,645,1701,1581,573,669,1733,1818,1675,1761,1867,1381,1266,11351,6214,1746,1172,2226,1975,1096,1310,1570,2083,1860,1422,1268,1657,943,6580,1695,826,2595,2026,995,1313,1808,1814,1719,1827,1885,1410,1364,0.0116
"G1201070","2022","FL",,,"Florida","12","Putnam County","107",,,,,,,,,,,,,,,,,,"0500000US12107","12107","Putnam County, Florida",74731,70531,1172,59,1046,1923,73266,17022,8264,462,210,1746,417,119,425,444,943,1372,336,1117,354,319,8758,1391,227,622,614,132,226,549,1748,561,738,1088,537,325,56244,27602,1227,547,1183,1011,0,357,1958,2830,2768,3635,4244,4690,3152,28642,851,192,1117,1771,154,466,1553,3108,3217,3064,4758,4786,3605,0.4766,"Putnam County, Florida",,849,699,94,429,894,181,3539,1818,428,261,737,388,144,448,384,607,986,325,581,288,208,2121,667,271,591,555,178,338,421,689,412,516,605,280,261,3562,1692,503,669,680,629,239,216,481,588,778,745,535,438,322,2259,490,244,525,864,201,313,662,749,582,613,560,462,485,0.0297
"G1201090","2022","FL",,,"Florida","12","St. Johns County","109",,,,,,,,,,,,,,,,,,"0500000US12109","12109","St. Johns County, Florida",306841,271446,3277,3595,18871,9652,304155,17121,7633,839,0,45,565,280,0,742,523,1107,1110,655,1121,646,9488,413,0,543,0,328,473,1126,857,1366,250,1499,821,1812,287034,141611,6186,1624,10846,7304,1463,3888,9714,12966,19071,20701,20014,17019,10815,145423,5769,1332,12451,4854,2141,3810,7884,13850,20812,20119,20390,19311,12700,0.4574,"St. Johns County, Florida",,4375,2110,1257,3379,2587,207,3280,1673,501,239,91,512,350,239,514,381,903,811,377,548,551,2305,497,239,510,239,363,420,842,557,845,226,686,468,767,3271,1994,548,856,1505,1281,608,626,922,1054,1470,1377,990,850,605,2755,697,826,1500,1211,848,1114,808,1197,1348,776,782,838,651,0.0211
"G1201110","2022","FL",,,"Florida","12","St. Lucie County","111",,,,,,,,,,,,,,,,,,"0500000US12111","12111","St. Lucie County, Florida",358704,282597,8333,4289,43286,20199,355968,48600,19926,1769,313,1715,1174,287,674,1457,2240,2151,961,2711,2060,2414,28674,2049,582,3173,551,355,877,2472,3788,3396,1811,3459,3147,3014,307368,154983,7257,880,8783,7187,1932,3752,11799,18183,18458,19359,21050,20123,16220,152385,6486,1216,8456,5082,2087,2985,10657,15502,17555,19382,22597,22207,18173,0.4458,"St. Lucie County, Florida",,7897,2933,1978,4924,5413,370,7046,3486,926,497,923,731,301,494,785,1116,1051,652,1067,1049,1097,4219,840,433,1502,527,343,679,1246,1355,1169,903,1074,1256,1009,7006,3531,1043,445,1771,1817,735,811,849,1147,1151,649,1118,1033,1122,4149,853,675,1870,1167,757,760,1464,1078,1173,902,1078,1266,1085,0.0218
"G1201130","2022","FL",,,"Florida","12","Santa Rosa County","113",,,,,,,,,,,,,,,,,,"0500000US12113","12113","Santa Rosa County, Florida",198268,185253,601,3909,5231,3274,193939,17840,8369,1213,116,990,358,161,383,528,618,961,1251,878,486,426,9471,411,187,677,258,44,141,788,1755,769,1190,1480,606,1165,176099,90114,4510,719,7494,3039,1018,2869,7804,13034,12159,11000,12523,9057,4888,85985,4214,1015,5926,3649,1189,2133,6182,10086,12110,11250,13134,9227,5870,0.4366,"Santa Rosa County, Florida",,2053,433,1215,1418,1078,176,3769,2008,735,173,548,312,151,487,428,417,725,941,438,353,307,2193,279,234,368,309,74,176,459,851,505,769,782,315,830,3770,2142,675,486,893,1016,380,590,984,1243,956,1288,710,530,316,2335,676,489,971,916,519,610,675,968,833,895,842,470,859,0.0302
"G1201150","2022","FL",,,"Florida","12","Sarasota County","115",,,,,,,,,,,,,,,,,,"0500000US12115","12115","Sarasota County, Florida",462286,390393,2846,5804,43225,20018,452480,37701,16349,362,45,528,1046,133,650,2575,910,1905,930,2403,2324,2538,21352,1034,0,935,328,479,346,1053,1923,1508,2079,3708,3826,4133,414779,200672,5690,1350,8941,6583,1632,4127,10077,18110,17181,22836,30900,36324,36921,214107,6822,1996,8219,4981,1094,3516,11477,16213,18784,23048,33989,41705,42263,0.5068,"Sarasota County, Florida",,4854,1172,1504,3775,3453,1477,4523,3056,267,76,437,716,187,647,1396,574,1004,574,831,655,1044,2938,746,239,609,279,382,298,710,818,527,756,893,919,1075,5134,3253,579,754,1424,1269,538,736,1374,1092,1126,928,918,809,1222,3423,1226,790,1227,1408,416,629,761,918,937,1109,977,980,1212,0.0152
"G1201170","2022","FL",,,"Florida","12","Seminole County","117",,,,,,,,,,,,,,,,,,"0500000US12117","12117","Seminole County, Florida",478772,375615,16367,7599,46388,32803,472643,54397,23391,790,126,1742,937,868,1032,4237,3093,2281,2580,2425,1477,1803,31006,832,305,2745,942,40,863,4473,5996,3873,2547,2552,3191,2647,418246,208627,10666,2095,14209,9195,2306,5453,15395,30834,32985,28133,26682,19058,11616,209619,9857,2918,13600,5615,2834,5081,14703,27596,31070,29720,28501,22055,16069,0.4689,"Seminole County, Florida",,8179,2736,1830,5115,6705,1285,6818,3896,448,151,1540,605,729,729,1331,1508,1150,1112,874,561,948,4475,564,457,1197,698,68,445,1439,1491,1348,1158,1080,999,917,6982,4039,854,1218,1732,1661,624,918,1420,1715,1288,1122,1079,726,549,4715,991,1201,1669,1257,792,766,1421,1550,1416,1179,1199,1134,931,0.0196
"G1201190","2022","FL",,,"Florida","12","Sumter County","119",,,,,,,,,,,,,,,,,,"0500000US12119","12119","Sumter County, Florida",144970,132786,1193,2221,5668,3102,137214,13661,5620,196,272,854,109,94,159,268,334,304,472,1005,1361,192,8041,821,387,683,105,0,520,186,632,497,491,1722,1574,423,123553,57671,419,148,860,234,361,783,1287,2894,2980,3895,7168,17122,19520,65882,1133,64,1274,489,113,187,1823,2455,2668,3406,9193,22546,20531,0.4372,"Sumter County, Florida",,2900,726,1335,1637,1317,374,3890,1850,402,263,484,184,184,285,267,321,368,435,511,899,186,2533,602,399,457,164,239,510,268,744,435,479,735,782,272,3839,2159,361,264,645,352,323,722,719,1045,784,1111,641,960,334,2502,743,136,820,396,175,272,943,843,819,598,786,1084,834,0.0297
"G1201270","2022","FL",,,"Florida","12","Volusia County","127",,,,,,,,,,,,,,,,,,"0500000US12127","12127","Volusia County, Florida",579192,509877,16270,7714,29872,15459,562283,63902,27999,2106,536,1660,1992,751,640,3670,2698,2330,3034,3451,2694,2437,35903,3139,354,1977,806,679,960,2383,3826,4232,2825,5717,4210,4795,498381,246242,10656,2428,14579,7022,2658,5093,16587,30672,29385,29096,37405,35559,25102,252139,9382,2356,15389,6751,2311,4724,16338,29061,27739,30170,39496,38351,30071,0.4475,"Volusia County, Florida",,4816,2728,1923,3843,2510,550,7221,3663,1243,498,696,1044,573,372,1245,871,808,1130,1021,649,903,4769,1586,333,853,590,474,664,1171,1331,1244,947,1395,1144,1167,7225,4063,1563,986,1580,1582,666,904,1368,988,899,1362,1035,739,903,4304,1003,883,1428,1177,856,1045,1359,1410,1286,1171,1439,1312,1291,0.0140
"G1201310","2022","FL",,,"Florida","12","Walton County","131",,,,,,,,,,,,,,,,,,"0500000US12131","12131","Walton County, Florida",83304,75580,503,947,4019,2255,81535,9722,4563,1379,0,214,198,265,0,156,467,759,155,401,485,84,5159,265,206,1917,181,0,45,457,276,750,303,405,298,56,71813,35861,1221,781,1413,1633,848,882,2385,3768,5039,4864,5774,4693,2560,35952,1738,240,1260,1151,243,1033,1873,3607,4847,4925,7046,4949,3040,0.4903,"Walton County, Florida",,1837,354,594,1487,828,50,3661,2345,1219,239,248,340,258,239,182,463,943,227,347,270,133,1892,258,245,924,277,239,86,578,297,607,384,416,454,56,3661,1930,755,494,653,801,540,548,452,484,1136,516,433,286,210,2652,928,262,606,704,324,642,659,323,814,401,568,536,126,0.0314
"G1300130","2022","GA",,,"Georgia","13","Barrow County","013",,,,,,,,,,,,,,,,,,"0500000US13013","13013","Barrow County, Georgia",89299,79065,201,1217,5039,3777,88486,8445,3789,234,0,76,166,140,632,785,124,850,328,271,183,0,4656,39,92,430,440,0,60,579,700,935,405,328,515,133,80041,39220,2805,561,2767,2386,143,985,3281,6117,6329,4631,4513,3016,1686,40821,2747,775,2810,2082,248,1184,3242,5856,5770,4810,5207,3647,2443,0.3623,"Barrow County, Georgia",,1897,231,634,1486,1376,474,2712,1297,260,228,110,206,227,519,495,120,633,349,219,175,228,1721,91,160,425,428,228,105,351,440,623,372,352,441,201,2864,1575,512,382,1076,890,175,587,588,619,781,643,324,343,155,2051,351,688,1094,918,260,601,775,762,1023,706,559,429,328,0.0251
